Title,Price,Rating,Review,Availability,Material,Color,Style,Brand,Item Dimension L*W*H,Pattern,Item Weight,Age Range,Capacity,Discription,URL,,,
Sistema Lunch Collection Food Storage Containers 1.9 Cup 3 Pack Blue/Green/Pink Great for Meal Prep BPA Free Reusable,None,4.8 out of 5 stars,8002 ratings,None,Plastic,Assorted,Lunch Containers,Sistema,None,None,None,None,450 Milliliters, Make sure this fitsby entering your model number.Lunch box set ideal for sandwichesLid with easy-locking clips and extended flexible seal helps keep contents freshGreat for back to school lunch leftovers and moreBPA-free plasticTop-rack dishwasher-safe; Fridge- and freezer-safe; Microwave-safe without lidSet of three 1.9-cup containersImported,https://www.amazon.com/Sistema-41647-Collection-containers-Assorted/dp/B071G1MZK8/ref=pd_rhf_se_s_gcx-rhf_6/142-4042136-0822045?pd_rd_w=TyWoN&pf_rd_p=2ae4ccb1-7034-4114-8654-5ba995870d70&pf_rd_r=MH3RKNFNEBJX04TB99QN&pd_rd_r=73a49412-febf-4479-beee-a6b4903736ac&pd_rd_wg=nCuFC&pd_rd_i=B071G1MZK8&psc=1,,,
JanSport Big Student Backpack - School Travel or Work Bookbag with 15-Inch Laptop Compartment,$41.52,4.8 out of 5 stars,3854 ratings,In stock soon.,None,None,None,None,None,None,None,None,None,"100% PolyesterImportedPolyester liningZip closure14.5"" shoulder dropHand WashTHE MOST TRUSTED NAME IN BACKPACKS - Every JanSport comes with a lifetime warranty. Carry your JanSport with confidence knowing we'll replace or repair any breaksTHE ICONIC DESIGN – The Big Student Backpack is made for carrying with our ergonomic S-curve shoulder straps padded back panel & a web haul handleRELIABLE BACKPACK - JanSport backpacks are made with durable fabric zippers and straps in colors and designs to reflect your styleORGANIZATION MADE EASY – Simple & convenient design 2 spacious compartments 15"" laptop sleeve front utility pocket with an organizer and a side water bottle pocketAMERICAN TRADITION IN BACKPACKS – Generations have grown up & come to rely on this trusted brand. Over 50 years of schools work & adventure",https://www.amazon.com/JanSport-Big-Student-Backpack-Galaxy/dp/B07K74LDC6/ref=pd_rhf_se_s_gcx-rhf_7/142-4042136-0822045?pd_rd_w=TyWoN&pf_rd_p=2ae4ccb1-7034-4114-8654-5ba995870d70&pf_rd_r=MH3RKNFNEBJX04TB99QN&pd_rd_r=73a49412-febf-4479-beee-a6b4903736ac&pd_rd_wg=nCuFC&pd_rd_i=B07K74LDC6&psc=1,,,
Crayola Colored Pencil Set School Supplies Assorted Colors 36 Count Long,$5.97,4.8 out of 5 stars,15937 ratings,In stock soon.,Wood,Multicolor,None,Crayola,None,None,None,None,None,COLORED PENCIL SET: Includes 36 Crayola Colored PencilsPRESHARPENED & DURABLE: Soft cores won't break easily and presharpened tips are ready for use right out of the boxCRAYOLA COLORS: Features 36 vibrant creamy pencil colorsSCHOOL SUPPLIES: Prepare the classroom for creative art projects and homework assignmentsSAFE AND NONTOXIC: Ideal for kids ages 5 and up,https://www.amazon.com/Crayola-Long-Lasting-Pre-Sharpened-Non-Toxic-Gradation/dp/B00006RVTS/ref=pd_rhf_se_s_gcx-rhf_8/142-4042136-0822045?pd_rd_w=TyWoN&pf_rd_p=2ae4ccb1-7034-4114-8654-5ba995870d70&pf_rd_r=MH3RKNFNEBJX04TB99QN&pd_rd_r=73a49412-febf-4479-beee-a6b4903736ac&pd_rd_wg=nCuFC&pd_rd_i=B00006RVTS&psc=1,,,
Paper Mate Pink Pearl Erasers Large 12 Count,$5.47,4.8 out of 5 stars,13093 ratings,In Stock.,Rubber,Pink,None,Paper Mate,None,None,None,None,None, Make sure this fitsby entering your model number.100% latex-free and smudge-resistant eraser to keep your pages freshClean finish is perfect for Exams essays and everyday writing trusted choice for standardized testsSharp corners and flat face help you erase both details and large areasClassic design is ideal for everyone from students to serious artistsIncludes: 12 Pink erasers,https://www.amazon.com/Paper-Mate-Pearl-Erasers-Large/dp/B00094H4LU/ref=pd_rhf_se_s_gcx-rhf_9/142-4042136-0822045?pd_rd_w=TyWoN&pf_rd_p=2ae4ccb1-7034-4114-8654-5ba995870d70&pf_rd_r=MH3RKNFNEBJX04TB99QN&pd_rd_r=73a49412-febf-4479-beee-a6b4903736ac&pd_rd_wg=nCuFC&pd_rd_i=B00094H4LU&psc=1,,,
Avery No-Iron Kids Clothing Labels Washer & Dryer Safe Writable Fabric Labels 45 Daycare Labels 1 Pack (40700) White,$6.17,4.6 out of 5 stars,5573 ratings,In Stock.,Not Appilcable,White,None,AVERY,None,None,None,None,None," Make sure this fitsby entering your model number.No iron needed - unique material allows labels to be applied directly to clothing or fabric without the use of an ironIdeal for daycare clothing such t-shirts sweatshirts tank tops bags back packs inside of shoes baby bottles face masks and moreAssorted sized no iron clothing labels are durable and washing machine and dryer safePermanent adhesive sticks and staysHandwrite only on 4"" x 6"" sheets with permanent markers",https://www.amazon.com/Avery-Clothing-Writable-Assorted-40700/dp/B00IMJ2L62/ref=pd_rhf_se_s_gcx-rhf_10/142-4042136-0822045?pd_rd_w=TyWoN&pf_rd_p=2ae4ccb1-7034-4114-8654-5ba995870d70&pf_rd_r=MH3RKNFNEBJX04TB99QN&pd_rd_r=73a49412-febf-4479-beee-a6b4903736ac&pd_rd_wg=nCuFC&pd_rd_i=B00IMJ2L62&psc=1,,,
BIC Mechanical Pencil Variety Pack Assorted Sizes 0.5mm 0.7mm 0.9mm 60-Count Refillable Design for Long-Lasting Use,None,4.9 out of 5 stars,6889 ratings,In Stock.,Plastic,Black,None,BIC,None,None,None,None,None, Make sure this fitsby entering your model number.Convenient value pack offers an assortment of 0.5mm 0.7mm and 0.9mm mechanical pencils1 BIC mechanical pencil = 2.5 wood case pencilsSmooth writing lead does not smudge and erases cleanlyLead advances quickly and easilyAlways ready sharp and accurate BIC #2 Mechanical Pencils are the smart choice at test timeEach 60-count value pack of BIC Mechanical Pencils includes 20 Xtra-Precision pencils in 0.5 mm fine point 20 Xtra-Sparkle pencils in 0.7 mm medium point and 20 Xtra-Strong pencils in 0.9 mm thick pointWrites First Time Every Time!,https://www.amazon.com/BIC-Mechanical-2-Pencil-60ct/dp/B07JM8HF56/ref=pd_rhf_se_s_gcx-rhf_11/142-4042136-0822045?pd_rd_w=TyWoN&pf_rd_p=2ae4ccb1-7034-4114-8654-5ba995870d70&pf_rd_r=MH3RKNFNEBJX04TB99QN&pd_rd_r=73a49412-febf-4479-beee-a6b4903736ac&pd_rd_wg=nCuFC&pd_rd_i=B07JM8HF56&psc=1,,,
BIC Xtra-Strong Mechanical Pencil Colorful Barrel Thick Point (0.9mm) 24-Count,None,4.8 out of 5 stars,10818 ratings,In Stock.,Plastic/Graphite/Rubber,Assorted,None,BIC,None,None,None,None,None, Make sure this fitsby entering your model number.BIC Xtra-Strong Mechanical Pencil Colorful Barrel Thick Point (0.9mm) 24-Count#1 Selling Mechanical Pencil*Thick break-resistant lead does not smudge and erases easilySmooth-writing #2 lead is perfect for students and standardized testsDurable – 1 BIC Pencil = 2 ½ wood case pencilsAlways ready and accurate never requires sharpening,https://www.amazon.com/BIC-Xtra-Strong-Mechanical-Colorful-MPLWP241/dp/B001CD9RRG/ref=pd_rhf_se_s_gcx-rhf_12/142-4042136-0822045?pd_rd_w=TyWoN&pf_rd_p=2ae4ccb1-7034-4114-8654-5ba995870d70&pf_rd_r=MH3RKNFNEBJX04TB99QN&pd_rd_r=73a49412-febf-4479-beee-a6b4903736ac&pd_rd_wg=nCuFC&pd_rd_i=B001CD9RRG&psc=1,,,
BUILT Gourmet Getaway Soft Neoprene Lunch Tote Bag - Lightweight Insulated and Reusable One Size Plum Dot,$19.99,4.8 out of 5 stars,3592 ratings,Available to ship in 1-2 days.,Neoprene,Plum Dots,Gourmet Getaway,BUILT,None,Polka Dots,None,None,3 Pounds, Make sure this fitsby entering your model number.BEST SELLING LUNCH TOTE: The Gourmet Getaway Lunch Tote makes it easy to go gourmet at school work or any time on-the-go. Made for environmentally conscious people who want to reduce waste. Considered the gold standard among reusable insulated lunch totes. Also available in a variety of fun colors and patterns. It’s BPA-free vinyl-free PVC-free and tested for lead safety. Tested for your safety in mind.MACHINE WASHABLE: This mid-sized stretchy neoprene lunch tote is made from machine washable neoprene. No need to worry about accidents and spills inside or outside your tote because you can easily machine wash it on cold and let it air dry.NEOPRENE INSULATING MATERIAL: Keeps food cold (or warm) for up to 4 hours depending on the content and outside temperature. The cooler the contents the longer they will stay cold.DURABLE & REUSABLE: This lunch bag is reusable and extremely durable stain tear and water resistant while being lightweight so it doesn’t add to your load.EXPANDABLE & STORES FLAT: The neoprene material allows the lunch tote to expand to fit a variety of food and drink containers with a flat bottom to sit upright. This tote packs more than you would think but is still able to fold flat to take up less space and store easily.SECURE ZIPPER CLOSURE & EASY TO CARRY: This lunch tote has a smooth secure zipper closure to keep your lunch inside when you are on the go. The soft grip neoprene handles make it easy to carry. Neoprene stretches for maximum comfort on your fingers.,https://www.amazon.com/5158477-Neoprene-Bag-Lightweight-Insulated-Reusable/dp/B00U3DGK1M/ref=pd_rhf_se_s_gcx-rhf_13/142-4042136-0822045?pd_rd_w=TyWoN&pf_rd_p=2ae4ccb1-7034-4114-8654-5ba995870d70&pf_rd_r=MH3RKNFNEBJX04TB99QN&pd_rd_r=73a49412-febf-4479-beee-a6b4903736ac&pd_rd_wg=nCuFC&pd_rd_i=B00U3DGK1M&psc=1,,,
Rubbermaid LunchBlox Sandwich Kit Green 1806231Green Blue,$10.00,4.6 out of 5 stars,7051 ratings,In Stock.,Plastic,Green, Blue,Sandwich Kit,Rubbermaid,None,⭐️ Exclusive,None,None,5 Cups, Make sure this fitsby entering your model number.Modular containers snap together to save space and stay organized and can be stacked to fit various lunch bag shapes and sizesBlue Ice freezer packs snap directly to food containers keeping lunch chilled when you're on the goDurable lunch box containers have a secure lid seal to prevent leakingKit Includes: 2 Snack Containers (.5 cup capacity) 1 Side Container (1.2 cup capacity) 1 Sandwich Container (2.6 cup capacity) and 1 Medium Blue Ice (Size: 4.81 inches L x 5.625 inches W x 5.25 inches H when stacked)Microwave dishwasher and freezer safe BPA free,https://www.amazon.com/Rubbermaid-LunchBlox-Sandwich-Green-1806231/dp/B0078K416Y/ref=pd_rhf_se_s_gcx-rhf_14/142-4042136-0822045?pd_rd_w=TyWoN&pf_rd_p=2ae4ccb1-7034-4114-8654-5ba995870d70&pf_rd_r=MH3RKNFNEBJX04TB99QN&pd_rd_r=73a49412-febf-4479-beee-a6b4903736ac&pd_rd_wg=nCuFC&pd_rd_i=B0078K416Y&psc=1,,
Sistema To Go Collection Mini Bites Small Food Storage Containers 4.39 oz./130 mL Pink/Green/Blue 3 Count,$5.49,4.8 out of 5 stars,6869 ratings,In Stock.,None,None,None,None,None,None,None,None,None, Make sure this fitsby entering your model number.Small food storage container ideal for packing nuts candies sauces and moreScrew-top lids help keep food fresher for longer100% virgin plastic; BPA- and phthalate-freeCompact stackable design for efficient storageDishwasher-safe on the top rack; microwave-safe without lid; fridge- and freezer-safe,https://www.amazon.com/Sistema-Collection-Bites-Storage-Containers/dp/B00Z9C4CT4/ref=pd_rhf_se_s_gcx-rhf_15/142-4042136-0822045?pd_rd_w=TyWoN&pf_rd_p=2ae4ccb1-7034-4114-8654-5ba995870d70&pf_rd_r=MH3RKNFNEBJX04TB99QN&pd_rd_r=73a49412-febf-4479-beee-a6b4903736ac&pd_rd_wg=nCuFC&pd_rd_i=B00Z9C4CT4&psc=1,,,
CleverMade Collapsible Cooler Bag with Shoulder Strap: Insulated Leakproof 30 Can Portable Soft Beverage Tote with Bottle Opener for Camping Lunch Beach Picnic; Grey/Charcoal,$34.99,4.5 out of 5 stars,2695 ratings,In Stock.,Polyester,Grey/Charcoal,None,CleverMade,None,None,None,None,20 Liters," Make sure this fitsby entering your model number.Portable small pop up cooler folds down to under 3 inches when collapsed making it great for travel picnics sports events concerts camping hiking beach parties and other events outdoorsPadded adjustable shoulder strap and durable side handles help carry 30 cans of your favorite beverages Plus ice - integrated bottle opener on the handle for easy access at a party with friendsLeak-proof insulation liner and strong polyester outer material make this small folding cooler ideal for keeping wine beer Food and groceries cool for hours; When not in use fold down and stow awayThe perfect gift for that hard to shop for friend or family member; reasonably priced and will Take up much less room in your car trunk than large hard sided and Styrofoam coolersWhen closed the leak proof Beverage cooler has Dims of 15. 25""L x 10""W x 2. 75""H and when open dims are 15.25:L x 10""W x 12""H with a weight capacity of 35 lbs.",https://www.amazon.com/CleverMade-SnapBasket-Soft-Sided-Collapsible-Cooler/dp/B07D82Z96B/ref=pd_rhf_se_s_gcx-rhf_16/142-4042136-0822045?pd_rd_w=TyWoN&pf_rd_p=2ae4ccb1-7034-4114-8654-5ba995870d70&pf_rd_r=MH3RKNFNEBJX04TB99QN&pd_rd_r=73a49412-febf-4479-beee-a6b4903736ac&pd_rd_wg=nCuFC&pd_rd_i=B07D82Z96B&psc=1,,,
Mead Primary Composition Notebook Wide Ruled Comp Book Lined Paper Grades K-2 Writing Workbook Dotted Notebook Perfect for Home School Supplies 100 Sheets Blue Marble,$2.99,4.8 out of 5 stars,4816 ratings,In Stock.,None,White,None,Mead,None,None,None,None,None, Make sure this fitsby entering your model number.Pages printed with solid and dotted line primary ruling for practicing writing the alphabetInside front cover includes manuscript and cursive alphabet for referenceDurable cover with secure sewn binding; 200 pages per book (100 sheets),https://www.amazon.com/Mead-Composition-Notebook-Primary-09902/dp/B001F38YWM/ref=pd_rhf_se_s_gcx-rhf_17/142-4042136-0822045?pd_rd_w=TyWoN&pf_rd_p=2ae4ccb1-7034-4114-8654-5ba995870d70&pf_rd_r=MH3RKNFNEBJX04TB99QN&pd_rd_r=73a49412-febf-4479-beee-a6b4903736ac&pd_rd_wg=nCuFC&pd_rd_i=B001F38YWM&psc=1,,,
Paper Mate Pink Pearl Erasers Large 3 Count,$1.34,4.8 out of 5 stars,2973 ratings,In stock soon.,Rubber,Pink,None,Paper Mate,None,None,None,None,None, Make sure this fitsby entering your model number.100% latex-free and smudge-resistant eraser to keep your pages freshClean finish is perfect for exams essays and everyday writing--a trusted choice for standardized testsSharp corners and flat face help you erase both details and large areasClassic design is ideal for everyone from students to serious artists,https://www.amazon.com/Paper-Mate-Pearl-Erasers-70501/dp/B00006IFAQ/ref=pd_rhf_se_s_gcx-rhf_18/142-4042136-0822045?pd_rd_w=TyWoN&pf_rd_p=2ae4ccb1-7034-4114-8654-5ba995870d70&pf_rd_r=MH3RKNFNEBJX04TB99QN&pd_rd_r=73a49412-febf-4479-beee-a6b4903736ac&pd_rd_wg=nCuFC&pd_rd_i=B00006IFAQ&psc=1,,,
Rubbermaid Brilliance Food Storage Container Salad and Snack Lunch Combo Kit Clear 9 Piece Set 1997843,$16.59,4.7 out of 5 stars,9244 ratings,In Stock.,None,None,None,None,None,None,None,None,None, Make sure this fitsby entering your model number.Rubbermaid Brilliance 100% leak-proof food storage containers feature BPA-free Tritan lids and bases with 360-degree clarity; airtight seal and secure latches prevent spills and leaks and help keep food fresh and securePerfect for a variety of occasions and events—like lunches snacks meal prep parties holidays and moreCrystal-clear containers are clear like glass so you can always see what’s inside but are light and easy to carry; stain-resistant material keeps plastic food container looking like new and resists odorsBuilt-in vents under latches allow splatter-resistant microwaving with the lid onContainers stack perfectly to one another to save space and stay organized in the pantry or fridgeSafe for the dishwasher microwave and freezer; lifetime warrantySet includes one 4.7-cup and one 3.2-cup plastic containers with lids one 0.5-cup dressing container with lid one toppings tray and 2 small half trays that fit inside the larger containers and one divider for a total of 9 pieces,https://www.amazon.com/Rubbermaid-Brilliance-Storage-Container-9-Piece/dp/B06XSFGZS3/ref=pd_rhf_se_s_gcx-rhf_19/142-4042136-0822045?pd_rd_w=TyWoN&pf_rd_p=2ae4ccb1-7034-4114-8654-5ba995870d70&pf_rd_r=MH3RKNFNEBJX04TB99QN&pd_rd_r=73a49412-febf-4479-beee-a6b4903736ac&pd_rd_wg=nCuFC&pd_rd_i=B06XSFGZS3&psc=1,,,
